1596,972.622853,36.070298
1597,942.183350,1.294638
1599,1043.946561,72.797814
1600,940.830424,1.030573
1606,937.491600,2.622921
1608,941.062494,2.417475
1609,941.151143,0.814663
1623,944.420129,1.376784
1624,951.645791,8.641231
1625,946.267965,0.624006
1626,946.409391,1.250173
1627,1164.387283,229.269205
1628,945.535562,2.076932
1629,1130.046985,106.683514
1630,944.281059,2.382225
1631,1018.435952,51.410670
1632,949.424476,1.579672
1633,946.624127,1.371382
1634,943.430768,1.794183
1636,949.089717,1.401164
1637,948.131683,1.656059
1638,1118.694640,92.844199
1639,948.580382,4.041026
1640,1017.106579,52.014468
1641,944.068743,2.570808
1642,949.516495,3.415443
1643,658.800296,1053.926012
1644,948.672984,2.483817
1645,943.078796,5.983572
1646,950.857387,2.876449
1647,1213.762705,199.172886
1649,948.005732,4.911118
1650,982.250730,29.850593
1651,951.270045,5.059042
1652,942.328968,4.961038
1653,953.491856,11.657497
1655,948.256490,3.837011
1656,2027.486309,2395.196979
1657,1670.229306,840.433302
1658,1346.307152,379.922956
1659,1053.212015,89.939242
1661,951.554173,26.683890
1662,1253.043607,296.980555
1663,1233.743813,199.250238
1665,1349.638301,535.953420
1666,1119.050950,112.604970
1668,1058.001166,111.526743
1671,951.176923,2.076746
1672,948.553718,0.898428
1674,949.462468,1.598071
1676,948.274463,2.920221
1678,943.661790,0.820571
1681,944.566642,2.025974
1682,931.303897,5.242920
1683,944.460578,1.149853
1684,944.138316,0.669851
1686,945.797635,1.211832
1689,946.130128,0.593539
1692,947.923697,0.923268
1716,1048.856739,56.631863
1717,953.643897,0.814706
1718,954.745307,0.685323
1722,954.300652,1.131146
1724,956.222690,0.825886
1725,957.369067,0.910626
1726,956.370167,1.137753
1728,955.430907,1.609581
1729,957.869858,0.863609
1732,953.357547,1.647868
1749,955.385069,0.747597
1750,949.887242,2.396326
1759,951.336243,1.868439
1760,964.129465,4.585183
1761,954.220748,3.024405
1762,1662.434639,1539.188338
1763,956.263307,4.530201
1766,955.403195,2.931785
1767,1397.051963,416.924289
1768,1024.648282,58.996119
1769,953.271635,0.913863
1785,952.897191,1.094427
1787,952.444382,0.842082
1788,952.867547,0.829262
1790,954.089683,0.783982
1795,1020.839246,48.188949
1807,943.843178,1.707601
1809,954.078348,2.455384
1810,949.006394,1.436189
1811,1147.690908,353.649942
1812,956.582913,5.656771
1813,955.596791,4.181036
1814,946.716688,1.388635
1815,948.761791,0.762479
1817,949.913077,1.372508
1818,952.009506,1.227897
1819,952.275134,1.007674
1826,953.562793,0.892471
1828,951.651309,0.849207
1830,954.353532,0.784980
1831,955.232137,0.994387
1832,962.520863,5.691087
1836,957.129924,1.027019
1837,956.898680,0.938002
1839,959.648667,0.705678
1843,959.971006,0.794761
1850,962.858925,0.676682
1851,977.617586,9.148349
1852,1594.940205,1369.368973
1853,964.058750,1.114053
1859,1031.489470,68.910901
1864,970.634556,0.788633
1867,964.534006,0.935862
1868,964.272028,1.542356
1870,965.585398,1.972345
1873,966.592993,2.304397
1874,966.010102,1.097981
1876,1166.946459,108.978522
1878,963.881499,0.644848
1879,965.473503,0.890193
1909,950.291173,0.872867
1910,962.352350,0.770344
1914,963.664902,0.892895
1915,970.264013,3.186930
1916,960.600591,0.710886
1917,962.981425,0.979070
1919,1107.575633,85.264529
1920,961.197319,0.914255
1921,968.015916,5.082144
1922,961.138073,1.187574
1923,959.461308,0.791263
1924,957.015722,1.612037
1925,963.043308,3.190684
1926,954.419107,3.469784
1928,959.770523,2.992000
1930,961.891431,6.161347
1932,961.069168,1.082813
1933,962.486227,3.025802
1934,964.103914,3.590130
1935,956.677914,3.507226
1936,959.084898,0.954397
1939,968.020850,7.904971
1940,958.189142,0.880495
1942,957.765278,1.066330
1944,958.038667,0.706700
1948,954.323789,1.052107
1950,955.674586,0.985666
1952,956.186990,1.131324
